,SOURCE_KEY,DAY,DC_efficiency_unnorm,DC_efficiency,AC_efficiency_unnorm,AC_efficiency,alarm_negative_trend,alarm_negative_trend_temp,alarm_AC_negative_trend,alarm_DC_conversion_fall,alarm_DC_conversion_jump,alarm_AC_conversion_fall,alarm_AC_conversion_jump,alarm_inefficient_inverter_day,alarm_AC_inefficient_inverter_day,alarm_inefficient_inverter_window,alarm_AC_inefficient_inverter_window
275,xoJJ8DcxJEcupym,149,1274.4056373045253,0.803445789544325,0.9765080518725894,0.9955480254648323,0,0,0,0,0,0,0,0,0,0.0,0.0
276,4UPUqMRk7TRMgml,150,1421.741636869131,0.8963333953688435,0.9780537846261246,0.9971238969466162,0,0,0,0,0,0,0,0,0,0.0,0.0
277,81aHJ1q11NBPMrL,150,1323.1858047658104,0.834199121931438,0.9788496051979477,0.9979352344439195,0,0,0,0,0,0,0,0,0,0.0,0.0
278,9kRcWv60rDACzjR,150,1356.7811448769291,0.8553792185745118,0.9783546257200647,0.9974306038462434,0,0,0,0,0,0,0,0,0,0.0,0.0
279,Et9kgGMDl729KT4,150,1302.2970472949291,0.8210298579643627,0.9791662220285344,0.9982580246758229,0,0,0,0,0,0,0,0,0,0.0,0.0
280,IQ2d7wF4YD8zU1Q,150,1500.4964848824832,0.9459841887978206,0.9802717126991667,0.9993850702257364,0,0,0,0,0,0,1,0,0,0.0,0.0
281,LYwnQax7tkwH5Cb,150,1328.9820514680898,0.8378533509082937,0.9783270512768867,0.9974024917560188,0,0,0,0,0,0,0,0,0,0.0,0.0
282,LlT2YUhhzqhg5Sw,150,1350.5707844381984,0.8514639126467975,0.9782640026530014,0.9973382138087997,0,0,0,0,0,0,0,0,0,0.0,0.0
283,Mx2yZCDsyf6DPfv,150,1409.1877426326782,0.8884188247082834,0.9780855926316352,0.9971563251452565,0,0,0,0,0,0,0,0,0,0.0,0.0
284,NgDl19wMapZy17u,150,1455.9548969484906,0.9179030580827395,0.9803374555132578,0.999452094894536,0,0,0,0,0,0,1,0,0,0.0,0.0
285,PeE6FRyGXUgsRhN,150,1336.9131354281901,0.8428534825992857,0.9784040889025456,0.9974810314628488,0,0,0,0,0,0,0,0,0,0.0,0.0
286,Qf4GUc1pJu5T6c6,150,1389.633164336188,0.8760906906050319,0.9780916322262411,0.9971624824999993,0,0,0,0,0,0,0,0,0,0.0,0.0
287,Quc1TzYxW2pYoWX,150,1153.990434084824,0.7275303312381131,0.9795498733129347,0.9986491564006656,0,0,0,0,0,0,0,0,0,0.0,0.0
288,V94E5Ben1TlhnDV,150,1381.8836638958826,0.8712050377818032,0.9781730856088475,0.9972455240622944,0,0,0,0,0,0,1,0,0,0.0,0.0
289,WcxssY2VbP4hApt,150,1024.6696744426408,0.6460003875578986,0.9783073502397054,0.9973824065876192,0,0,0,1,0,0,0,1,0,0.0,0.0
290,mqwcsP2rE7J0TFp,150,1445.9860058200798,0.9116181960505155,0.9803553908383221,0.9994703799229284,0,0,0,0,0,0,1,0,0,0.0,0.0
291,oZ35aAeoifZaQzV,150,1412.461495837863,0.8904827540818823,0.978074082751272,0.997144590845015,0,0,0,0,0,0,0,0,0,0.0,0.0
292,oZZkBaNadn6DNKz,150,1388.4279952453912,0.8753308948199648,0.9781581954352968,0.997230343559841,0,0,0,0,0,0,0,0,0,0.0,0.0
293,q49J1IKaHRwDQnt,150,1348.6542404403804,0.85025563236268,0.97840270819004,0.9974796238291832,0,0,0,0,0,0,0,0,0,0.0,0.0
294,rrq4fwE8jgrTyWY,150,1287.8232248301804,0.8119048734401961,0.9785567064846354,0.9976366247856171,0,0,0,0,0,0,0,0,0,0.0,0.0
295,vOuJvMaM2sgwLmb,150,1346.9032097505935,0.8491516995222322,0.9784391032159863,0.9975167284860756,0,0,0,0,0,0,0,0,0,0.0,0.0
296,xMbIugepa2P7lBB,150,1492.9795782378487,0.941245174140915,0.9802809033434041,0.9993944400693396,0,0,0,0,0,0,1,0,0,0.0,0.0
297,xoJJ8DcxJEcupym,150,1321.6880434523566,0.833254862124504,0.9786250352592551,0.9977062858360556,0,0,0,0,0,0,0,0,0,0.0,0.0
298,4UPUqMRk7TRMgml,151,1408.9212306254244,0.88825080289182,0.9768230815052764,0.9958691975516196,0,0,0,0,0,0,0,0,0,0.0,0.0
299,81aHJ1q11NBPMrL,151,1266.6455771890219,0.7985534794007516,0.9771940552816863,0.9962474045821669,0,0,0,0,0,0,0,0,0,0.0,0.0
300,9kRcWv60rDACzjR,151,1389.7805768501153,0.8761836264491415,0.9771373062163996,0.9961895490224663,0,0,0,0,0,0,0,0,0,0.0,0.0
301,Et9kgGMDl729KT4,151,1288.7727309521288,0.812503487157442,0.9780733235621117,0.9971438168531693,0,0,0,0,0,0,0,0,0,0.0,0.0
302,IQ2d7wF4YD8zU1Q,151,1429.97600065346,0.9015247290529038,0.9768531861841014,0.9958998892120765,0,0,0,0,0,0,0,0,0,0.0,0.0
303,LYwnQax7tkwH5Cb,151,1345.1587908532658,0.8480519350695076,0.9771957456405231,0.9962491278996541,0,0,0,0,0,1,0,0,0,0.0,0.0
304,LlT2YUhhzqhg5Sw,151,1374.6081703799596,0.866618221417283,0.9770947579408128,0.9961461711397482,0,0,0,0,0,0,0,0,0,0.0,0.0
305,Mx2yZCDsyf6DPfv,151,1433.011621638144,0.9034385285743461,0.9768416626102465,0.9958881409513474,0,0,0,0,0,0,0,0,0,0.0,0.0
306,NgDl19wMapZy17u,151,1396.532744749676,0.8804405135111548,0.97706097010135,0.9961117245043134,0,0,0,0,0,0,0,0,0,0.0,0.0
307,PeE6FRyGXUgsRhN,151,1343.1407432990352,0.8467796621266663,0.9788246905793747,0.9979098340396135,0,0,0,0,0,0,0,0,0,0.0,0.0
308,Qf4GUc1pJu5T6c6,151,1409.8916177716055,0.8888625809976326,0.9769840385693573,0.9960332929597662,0,0,0,0,0,0,0,0,0,0.0,0.0
309,Quc1TzYxW2pYoWX,151,1148.8062230821827,0.7242619586099195,0.9792987246261652,0.9983931108117614,0,0,0,0,0,0,0,0,0,0.0,0.0
