,SOURCE_KEY,DAY,ERROR,norm_error,alarm_negative_trend,alarm_DC_conversion_fall,alarm_DC_conversion_jump,alarm_inefficient_inverter_day,alarm_inefficient_inverter_window
0,4UPUqMRk7TRMgml,136,155195.4712939011,0.840614113943893,0,0,0,0,
1,81aHJ1q11NBPMrL,136,167095.13575625684,0.9050684811677252,0,0,0,0,
2,9kRcWv60rDACzjR,136,1590.9352381852366,0.008617278612831243,0,0,0,0,
3,Et9kgGMDl729KT4,136,135668.15210240395,0.7348446608599548,0,0,0,0,
4,IQ2d7wF4YD8zU1Q,136,1586.5160576845801,0.008593342183050488,0,0,0,0,
5,LYwnQax7tkwH5Cb,136,11707.975527429762,0.0634160867711732,0,0,0,0,
6,LlT2YUhhzqhg5Sw,136,1616.1306431041507,0.008753749173504124,0,0,0,0,
7,Mx2yZCDsyf6DPfv,136,49769.058735829916,0.26957341514053146,0,0,0,0,
8,NgDl19wMapZy17u,136,1616.0098263266927,0.008753094771107677,0,0,0,0,
9,PeE6FRyGXUgsRhN,136,1623.5634226236452,0.008794008720498816,0,0,0,0,
10,Qf4GUc1pJu5T6c6,136,96114.26081164522,0.5206015582539004,0,0,0,0,
11,Quc1TzYxW2pYoWX,136,116161.10799314243,0.6291850274772395,0,0,0,0,
12,V94E5Ben1TlhnDV,136,1602.2392383852891,0.008678506572854598,0,0,0,0,
13,WcxssY2VbP4hApt,136,1580.9757792026724,0.008563333341631067,0,0,0,0,
14,mqwcsP2rE7J0TFp,136,1594.8840887016734,0.008638667506787337,0,0,0,0,
15,oZ35aAeoifZaQzV,136,68462.4384407841,0.3708258465825457,0,0,0,0,
16,oZZkBaNadn6DNKz,136,117010.7860681112,0.6337872969646965,0,0,0,0,
17,q49J1IKaHRwDQnt,136,1598.8667609418856,0.008660239595640336,0,0,0,0,
18,rrq4fwE8jgrTyWY,136,114742.49143958058,0.6215011106254377,0,0,0,0,
19,vOuJvMaM2sgwLmb,136,1583.14507440057,0.00857508329892982,0,0,0,0,
20,xMbIugepa2P7lBB,136,1606.6309854045317,0.00870229440956444,0,0,0,0,
21,xoJJ8DcxJEcupym,136,178846.6544366909,0.9687204188221482,0,0,0,0,
22,4UPUqMRk7TRMgml,137,54610.64137800318,0.2957977802518641,0,0,0,0,
23,81aHJ1q11NBPMrL,137,63616.0262018478,0.34457532202744956,0,0,0,0,
24,9kRcWv60rDACzjR,137,1124.620962429413,0.006091493817271462,0,0,0,0,
25,Et9kgGMDl729KT4,137,20884.073375322587,0.11311829326959195,0,0,0,0,
