,SOURCE_KEY,DAY,DC_efficiency_unnorm,DC_efficiency,AC_efficiency_unnorm,AC_efficiency,alarm_negative_trend,alarm_negative_trend_temp,alarm_AC_negative_trend,alarm_DC_conversion_fall,alarm_DC_conversion_jump,alarm_AC_conversion_fall,alarm_AC_conversion_jump,alarm_inefficient_inverter_day,alarm_AC_inefficient_inverter_day,alarm_inefficient_inverter_window,alarm_AC_inefficient_inverter_window
19,zBIq5rxdHJRwDNY,136,13812.346794889037,0.8433204818468004,0.09783424910483621,0.9987576048389922,0,0,0,0,0,0,0,0,0,,
20,zVJPv84UY57bAof,136,12911.863643817574,0.7883409844352882,0.09784124173940294,0.9988289903406472,0,0,0,0,0,0,0,0,0,,
21,YxYtjZvoooNbGkE,136,13652.335098291744,0.8335508791080763,0.09785400781306287,0.998959314979191,0,0,0,0,0,0,0,0,0,,
22,1BY6WEcLGh8j5v7,137,13815.53615814398,0.843515210186371,0.09788209849575452,0.9992460835006455,0,0,0,0,0,0,0,0,0,,
23,1IF53ai7Xc0U56Y,137,14561.749563679314,0.8890756828606785,0.09786212626904567,0.9990421936206336,0,0,0,0,0,0,0,0,0,,
24,3PZuoBAID5Wc2HD,137,14640.573081512191,0.8938882963887633,0.0978459831947392,0.9988773942954833,0,0,0,0,0,0,0,0,0,,
25,7JYdWkrLSPkdwr4,137,14122.968697307988,0.8622856740990721,0.09786963146890168,0.9991188117323953,0,0,0,0,0,0,0,0,0,,
26,McdE0feGgRqW7Ca,137,14465.372764755042,0.8831913440358132,0.09784949053758936,0.9989131996026883,0,0,0,0,0,0,0,0,0,,
27,VHMLBKoKgIrUVDU,137,14748.556219745402,0.9004812666868923,0.0978440752212774,0.9988579164232428,0,0,0,0,0,0,0,0,0,,
28,WRmjgnKYAwPKWDb,137,14543.869321325274,0.8879839947629595,0.097848613837971,0.9989042496652277,0,0,0,0,0,0,0,0,0,,
29,ZnxXDlPa8U1GXgE,137,14686.142179160817,0.896670542878591,0.0978643857360375,0.9990652597744768,0,0,0,0,0,0,0,0,0,,
30,ZoEaEvLYb1n2sOq,137,14047.734454243206,0.8576922057294357,0.09787182999625697,0.9991412557735735,0,0,0,0,0,0,0,0,0,,
31,adLQvlD726eNBSB,137,14759.117849631899,0.9011261128478839,0.09786388929665728,0.9990601917884608,0,0,0,0,0,0,0,0,0,,
32,bvBOhCH3iADSZry,137,13461.588435014472,0.8219047359598909,0.09789135918072094,0.9993406227813254,0,0,0,0,0,0,0,1,0,,
33,iCRJl6heRkivqQ3,137,14097.868115057332,0.86075314415086,0.0978729751179229,0.9991529459432509,0,0,0,0,0,0,0,0,0,,
34,ih0vzX44oOqAx2f,137,14148.93701763176,0.8638711842758293,0.09786257015742318,0.9990467251307826,0,0,0,0,0,0,0,0,0,,
35,pkci93gMrogZuBj,137,13733.687492224673,0.8385178945667597,0.09790581718496007,0.9994882197815247,0,0,0,0,0,0,0,0,0,,
36,rGa61gmuvPhdLxV,137,13786.627481171297,0.8417501749062565,0.09790015784551248,0.9994304454503129,0,0,0,0,0,0,0,0,0,,
37,sjndEbLyjtCKgGv,137,14094.810097059877,0.8605664351687149,0.09787296459527858,0.9991528385210432,0,0,0,0,0,0,0,0,0,,
38,uHbuxQJl8lW7ozc,137,13929.854547730303,0.8504949827638711,0.09789801047126442,0.9994085236143474,0,0,0,0,0,0,0,0,0,,
39,wCURE6d3bPkepu2,137,14360.68833342831,0.876799778114446,0.09785175546045262,0.9989363214537247,0,0,0,0,0,0,0,0,0,,
40,z9Y9gH1T5YWrNuG,137,14307.623949069586,0.8735599027441823,0.09785527254649257,0.9989722262259432,0,0,0,0,0,0,0,0,0,,
41,zBIq5rxdHJRwDNY,137,14038.075967607196,0.8571025014796985,0.09788530019140353,0.9992787685563094,0,0,0,0,0,0,0,0,0,,
42,zVJPv84UY57bAof,137,14092.376403787266,0.8604178446783511,0.09787509635548473,0.9991746009584009,0,0,0,0,0,0,0,0,0,,
43,YxYtjZvoooNbGkE,137,14143.186924017871,0.8635201091262448,0.09786066081302625,0.9990272332631173,0,0,0,0,0,0,0,0,0,,
44,1BY6WEcLGh8j5v7,138,12746.229513564092,0.7782281008963859,0.09777049685252796,0.9981067791066841,0,0,0,0,0,0,0,1,0,,
45,1IF53ai7Xc0U56Y,138,14200.803207411916,0.8670379032126245,0.09771954789356924,0.9975866579764638,0,0,0,0,0,0,0,0,0,,
46,3PZuoBAID5Wc2HD,138,14246.452397187413,0.8698250397716076,0.09771254519408949,0.9975151697254292,0,0,0,0,0,0,0,0,0,,
47,7JYdWkrLSPkdwr4,138,13571.529783796668,0.8286172658874045,0.09777330986786104,0.9981354962531042,0,0,0,0,0,0,0,0,0,,
48,McdE0feGgRqW7Ca,138,13733.467509785782,0.8385044634171427,0.09772360889112448,0.9976281153620793,0,0,0,0,0,0,0,0,0,,
49,VHMLBKoKgIrUVDU,138,14153.619052667143,0.8641570485174891,0.0977416389507208,0.9978121782981398,0,0,0,0,0,0,0,0,0,,
50,WRmjgnKYAwPKWDb,138,13976.96253533783,0.8533711870322663,0.09772227160856166,0.9976144634851378,0,0,0,0,0,0,0,0,0,,
51,ZnxXDlPa8U1GXgE,138,13825.298682652787,0.8441112665260406,0.09774047979001318,0.9978003448085128,0,0,0,0,0,0,0,0,0,,
52,ZoEaEvLYb1n2sOq,138,13670.309315441587,0.8346483048889897,0.09775372391340542,0.9979355496992177,0,0,0,0,0,0,0,0,0,,
53,adLQvlD726eNBSB,138,14404.950344095741,0.8795022196848661,0.09771165033203215,0.997506034373615,0,0,0,0,0,0,0,0,0,,
54,bvBOhCH3iADSZry,138,12682.22174353177,0.7743200710541602,0.09779749067917429,0.9983823501862744,0,0,0,0,0,0,0,1,0,,
55,iCRJl6heRkivqQ3,138,13786.426603173592,0.8417379101888748,0.09776493606733871,0.998050010883414,0,0,0,0,0,0,0,0,0,,
56,ih0vzX44oOqAx2f,138,13434.064864352393,0.8202242691125426,0.09773319666294399,0.9977259937646408,0,0,0,0,0,0,0,0,0,,
57,pkci93gMrogZuBj,138,13538.407930905558,0.8265949928186364,0.09776662495938573,0.998067252225696,0,0,0,0,0,0,0,0,0,,
58,rGa61gmuvPhdLxV,138,13660.953430728357,0.8340770761672069,0.09777666416099598,0.9981697391262088,0,0,0,0,0,0,0,0,0,,
59,sjndEbLyjtCKgGv,138,13580.727637591714,0.8291788459439713,0.09775730961431435,0.9979721549380195,0,0,0,0,0,0,0,0,0,,
60,uHbuxQJl8lW7ozc,138,13500.618763640003,0.8242877542863133,0.09774760329803896,0.9978730663541777,0,0,0,0,0,0,0,0,0,,
61,wCURE6d3bPkepu2,138,13447.644945943097,0.8210534085137361,0.09774483999231628,0.9978448566767869,0,0,0,0,0,0,0,0,0,,
62,z9Y9gH1T5YWrNuG,138,13357.546699461422,0.8155524101848647,0.09772494829747859,0.997641788920106,0,0,0,0,0,0,0,0,0,,
63,zBIq5rxdHJRwDNY,138,13703.425543843738,0.8366702345514698,0.09775706160984833,0.9979696231421633,0,0,0,0,0,0,0,0,0,,
64,zVJPv84UY57bAof,138,13828.744506712477,0.8443216532220547,0.09775250525090648,0.9979231087754136,0,0,0,0,0,0,0,0,0,,
65,YxYtjZvoooNbGkE,138,13622.110289173195,0.8317054866510166,0.09775817198109092,0.9979809585562222,0,0,0,0,0,0,0,0,0,,
66,1BY6WEcLGh8j5v7,139,13327.495955342083,0.8137176453627163,0.09789328817409446,0.9993603152389168,0,0,0,0,0,0,0,1,0,,
67,1IF53ai7Xc0U56Y,139,14559.042011932524,0.8889103717895307,0.09786775859437054,0.99909969217357,0,0,0,0,0,0,0,0,0,,
68,3PZuoBAID5Wc2HD,139,14636.971168608341,0.8936683796019382,0.0978555194484473,0.9989747467666249,0,0,0,0,0,0,0,0,0,,
69,7JYdWkrLSPkdwr4,139,14142.067998705781,0.8634517925217347,0.09787755223210558,0.9991996721934138,0,0,0,0,0,0,0,0,0,,
